accuracy,precision,recall,f1,auc,fnr,cm,loss,encoder,fold,seed,mode,best_epoch,betas,fpr,auprc,balanced_acc,specificity,mcc
0.879411765,0.916129032,0.835294118,0.873846154,0.953321799,0.164705882,"[[157, 13], [28, 142]]",32.6898632,ATDE,2,456,within,12,"{'b1': 0.8754221200942993, 'b2': 0.9254499077796936, 'b3': 0.9919695258140564}",0.076470588,0.961196509,0.879411765,0.923529412,0.761794788
0.9,0.935897436,0.858823529,0.895705521,0.917958478,0.141176471,"[[160, 10], [24, 146]]",19.01457119,ATDE,3,42,within,27,"{'b1': 0.888465166091919, 'b2': 1.0079641342163086, 'b3': 1.032300353050232}",0.058823529,0.906343197,0.9,0.941176471,0.80272668
0.885294118,0.958041958,0.805882353,0.875399361,0.91416955,0.194117647,"[[164, 6], [33, 137]]",19.55265141,ATDE,3,123,within,30,"{'b1': 0.9116536378860474, 'b2': 0.9635810256004333, 'b3': 1.025481104850769}",0.035294118,0.906659697,0.885294118,0.964705882,0.780495069
0.882352941,0.939189189,0.817647059,0.874213836,0.900380623,0.182352941,"[[161, 9], [31, 139]]",21.5095911,ATDE,3,456,within,52,"{'b1': 0.9039394855499268, 'b2': 0.9897840023040771, 'b3': 1.0293116569519043}",0.052941176,0.88869081,0.882352941,0.947058824,0.771190872
0.9,0.953333333,0.841176471,0.89375,0.918269896,0.158823529,"[[163, 7], [27, 143]]",17.86001205,ATDE,4,42,within,24,"{'b1': 0.9053718447685242, 'b2': 1.0129591226577759, 'b3': 1.0308313369750977}",0.041176471,0.905359879,0.9,0.958823529,0.805594474
0.867647059,0.874251497,0.858823529,0.866468843,0.919775087,0.141176471,"[[149, 21], [24, 146]]",26.41917419,ATDE,4,123,within,17,"{'b1': 0.89090895652771, 'b2': 0.9179064631462097, 'b3': 1.0264005661010742}",0.123529412,0.894883389,0.867647059,0.876470588,0.735408637
0.888235294,0.9125,0.858823529,0.884848485,0.912266436,0.141176471,"[[156, 14], [24, 146]]",18.14896774,ATDE,4,456,within,28,"{'b1': 0.8984844088554382, 'b2': 0.9925816655158997, 'b3': 1.033229112625122}",0.082352941,0.885276031,0.888235294,0.917647059,0.777817459
0.879411765,0.890909091,0.864705882,0.87761194,0.909100346,0.135294118,"[[152, 18], [23, 147]]",18.94847393,MASTE,0,42,within,53,"{'b1': 0.8965359926223755, 'b2': 1.030140995979309, 'b3': 1.0273637771606445}",0.105882353,0.872819139,0.879411765,0.894117647,0.759151953
0.879411765,0.886227545,0.870588235,0.878338279,0.903027682,0.129411765,"[[151, 19], [22, 148]]",18.57134724,MASTE,0,123,within,48,"{'b1': 0.8426118493080139, 'b2': 1.01522958278656, 'b3': 1.019787311553955}",0.111764706,0.866394012,0.879411765,0.888235294,0.758941713
0.861764706,0.855491329,0.870588235,0.862973761,0.88884083,0.129411765,"[[145, 25], [22, 148]]",20.22249794,MASTE,0,456,within,44,"{'b1': 0.8734626173973083, 'b2': 1.0212702751159668, 'b3': 1.0280969142913818}",0.147058824,0.837383932,0.861764706,0.852941176,0.723642098
0.847058824,0.851190476,0.841176471,0.846153846,0.884965398,0.158823529,"[[145, 25], [27, 143]]",21.48630714,MASTE,1,42,within,33,"{'b1': 0.900420606136322, 'b2': 1.0342767238616943, 'b3': 1.0296841859817505}",0.147058824,0.838307707,0.847058824,0.852941176,0.694165688
0.841176471,0.867088608,0.805882353,0.835365854,0.882577855,0.194117647,"[[149, 21], [33, 137]]",22.16293049,MASTE,1,123,within,49,"{'b1': 0.8585179448127747, 'b2': 0.9927331805229187, 'b3': 1.02187180519104}",0.123529412,0.844205313,0.841176471,0.876470588,0.6840593
0.847058824,0.847058824,0.847058824,0.847058824,0.875138408,0.152941176,"[[144, 26], [26, 144]]",22.54261684,MASTE,1,456,within,31,"{'b1': 0.8874625563621521, 'b2': 1.0255695581436157, 'b3': 1.024872064590454}",0.152941176,0.823786189,0.847058824,0.847058824,0.694117647
0.867647059,0.874251497,0.858823529,0.866468843,0.884031142,0.141176471,"[[149, 21], [24, 146]]",19.60633087,MASTE,2,42,within,37,"{'b1': 0.8873860836029053, 'b2': 1.017435073852539, 'b3': 1.021372675895691}",0.123529412,0.851846934,0.867647059,0.876470588,0.735408637
0.876470588,0.915584416,0.829411765,0.87037037,0.894083045,0.170588235,"[[157, 13], [29, 141]]",17.34623766,MASTE,2,123,within,36,"{'b1': 0.8582218885421753, 'b2': 0.9678075313568115, 'b3': 1.0156463384628296}",0.076470588,0.870842598,0.876470588,0.923529412,0.756298323
0.852941176,0.840909091,0.870588235,0.855491329,0.889740484,0.129411765,"[[142, 28], [22, 148]]",19.92519379,MASTE,2,456,within,24,"{'b1': 0.8886787295341492, 'b2': 0.9804942011833191, 'b3': 1.0269205570220947}",0.164705882,0.845750057,0.852941176,0.835294118,0.706322414
0.852941176,0.910958904,0.782352941,0.841772152,0.895916955,0.217647059,"[[157, 13], [37, 133]]",21.30593872,MASTE,3,42,within,27,"{'b1': 0.8802997469902039, 'b2': 1.022969365119934, 'b3': 1.0222622156143188}",0.076470588,0.870797441,0.852941176,0.923529412,0.71302368
0.858823529,0.935714286,0.770588235,0.84516129,0.892802768,0.229411765,"[[161, 9], [39, 131]]",22.17907524,MASTE,3,123,within,46,"{'b1': 0.8533673286437988, 'b2': 0.996677577495575, 'b3': 1.0205110311508179}",0.052941176,0.880207032,0.858823529,0.947058824,0.729089452
0.861764706,0.976744186,0.741176471,0.842809365,0.91916955,0.258823529,"[[167, 3], [44, 126]]",33.54284286,MASTE,3,456,within,15,"{'b1': 0.8729805946350098, 'b2': 0.9184216260910034, 'b3': 1.0228570699691772}",0.017647059,0.924752127,0.861764706,0.982352941,0.745536703
0.9,0.953333333,0.841176471,0.89375,0.920640138,0.158823529,"[[163, 7], [27, 143]]",18.73066902,MASTE,4,42,within,31,"{'b1': 0.8977634906768799, 'b2': 1.0301629304885864, 'b3': 1.0242180824279785}",0.041176471,0.911953531,0.9,0.958823529,0.805594474
0.888235294,0.923076923,0.847058824,0.883435583,0.899273356,0.152941176,"[[158, 12], [26, 144]]",19.53828239,MASTE,4,123,within,48,"{'b1': 0.8538784980773926, 'b2': 1.0140219926834106, 'b3': 1.025256872177124}",0.070588235,0.878665328,0.888235294,0.929411765,0.779117072
0.891176471,0.934640523,0.841176471,0.885448916,0.915847751,0.158823529,"[[160, 10], [27, 143]]",17.56553745,MASTE,4,456,within,36,"{'b1': 0.8757986426353455, 'b2': 1.029571533203125, 'b3': 1.0295993089675903}",0.058823529,0.897760586,0.891176471,0.941176471,0.786294291
0.861764706,0.918367347,0.794117647,0.851735016,0.889083045,0.205882353,"[[158, 12], [35, 135]]",23.27338886,ST-MW,0,42,within,46,"{'b1': 0.9186590909957886, 'b2': 0.968230128288269, 'b3': 0.9958813190460205}",0.070588235,0.876667351,0.861764706,0.929411765,0.730243651
0.905882353,0.97260274,0.835294118,0.898734177,0.932491349,0.164705882,"[[166, 4], [28, 142]]",17.69682503,ST-MW,0,123,within,44,"{'b1': 0.911007285118103, 'b2': 0.9720050096511841, 'b3': 1.0115876197814941}",0.023529412,0.929390744,0.905882353,0.976470588,0.819977232
0.902941176,0.936305732,0.864705882,0.899082569,0.92233564,0.135294118,"[[160, 10], [23, 147]]",20.60452747,ST-MW,0,456,within,58,"{'b1': 0.9150874614715576, 'b2': 0.980251669883728, 'b3': 1.0068434476852417}",0.058823529,0.907109659,0.902941176,0.941176471,0.808249037
0.897058824,0.941176471,0.847058824,0.891640867,0.926972318,0.152941176,"[[161, 9], [26, 144]]",20.11458397,ST-MW,1,42,within,60,"{'b1': 0.9312626123428345, 'b2': 0.995519757270813, 'b3': 1.00937020778656}",0.052941176,0.908806291,0.897058824,0.947058824,0.798118265
0.894117647,0.924050633,0.858823529,0.890243902,0.930086505,0.141176471,"[[158, 12], [24, 146]]",16.89271641,ST-MW,1,123,within,38,"{'b1': 0.9131696224212646, 'b2': 0.9704558253288269, 'b3': 1.021909236907959}",0.070588235,0.907256883,0.894117647,0.929411765,0.790206433
0.905882353,0.953947368,0.852941176,0.900621118,0.935034602,0.147058824,"[[163, 7], [25, 145]]",17.24688435,ST-MW,1,456,within,47,"{'b1': 0.9111568331718445, 'b2': 0.9672114253044128, 'b3': 1.0154632329940796}",0.041176471,0.923337738,0.905882353,0.958823529,0.816353704
0.885294118,0.887573964,0.882352941,0.884955752,0.895795848,0.117647059,"[[151, 19], [20, 150]]",20.77526379,ST-MW,2,42,within,35,"{'b1': 0.9080254435539246, 'b2': 0.9651612043380737, 'b3': 1.0105462074279785}",0.111764706,0.860649797,0.885294118,0.888235294,0.770601568
0.917647059,0.949367089,0.882352941,0.914634146,0.936089965,0.117647059,"[[162, 8], [20, 150]]",16.82918739,ST-MW,2,123,within,39,"{'b1': 0.909419059753418, 'b2': 0.9697730541229248, 'b3': 1.0191012620925903}",0.047058824,0.916960239,0.917647059,0.952941176,0.837382936
0.9,0.947368421,0.847058824,0.894409938,0.925536332,0.152941176,"[[162, 8], [26, 144]]",19.19463444,ST-MW,2,456,within,43,"{'b1': 0.9000682830810547, 'b2': 0.9721472859382629, 'b3': 1.012605905532837}",0.047058824,0.910095704,0.9,0.952941176,0.804522491
0.873529412,0.871345029,0.876470588,0.873900293,0.894065744,0.123529412,"[[148, 22], [21, 149]]",21.77224064,ST-MW,3,42,within,33,"{'b1': 0.9068558216094971, 'b2': 0.9694433212280273, 'b3': 1.002183437347412}",0.129411765,0.852561704,0.873529412,0.870588235,0.747071749
0.885294118,0.887573964,0.882352941,0.884955752,0.905761246,0.117647059,"[[151, 19], [20, 150]]",20.20035744,ST-MW,3,123,within,52,"{'b1': 0.9070153832435608, 'b2': 0.9732586741447449, 'b3': 1.0195878744125366}",0.111764706,0.862734213,0.885294118,0.888235294,0.770601568
0.882352941,0.877906977,0.888235294,0.883040936,0.896366782,0.111764706,"[[149, 21], [19, 151]]",23.22288418,ST-MW,3,456,within,46,"{'b1': 0.9099744558334351, 'b2': 0.9813512563705444, 'b3': 1.0112096071243286}",0.123529412,0.851552149,0.882352941,0.876470588,0.764758809
0.932352941,0.980392157,0.882352941,0.92879257,0.947128028,0.117647059,"[[167, 3], [20, 150]]",17.25837326,ST-MW,4,42,within,43,"{'b1': 0.9113182425498962, 'b2': 0.9549607038497925, 'b3': 1.0162557363510132}",0.017647059,0.948180566,0.932352941,0.982352941,0.869062111
0.923529412,0.955696203,0.888235294,0.920731707,0.937318339,0.111764706,"[[163, 7], [19, 151]]",16.40595531,ST-MW,4,123,within,35,"{'b1': 0.9030191898345947, 'b2': 0.9709769487380981, 'b3': 1.009496808052063}",0.041176471,0.926133212,0.923529412,0.958823529,0.849177062
0.926470588,0.98013245,0.870588235,0.92211838,0.942525952,0.129411765,"[[167, 3], [22, 148]]",17.80561352,ST-MW,4,456,within,39,"{'b1': 0.9044860601425171, 'b2': 0.9709000587463379, 'b3': 1.0066181421279907}",0.017647059,0.941019622,0.926470588,0.982352941,0.858318803
0.920588235,0.961290323,0.876470588,0.916923077,0.939775087,0.123529412,"[[164, 6], [21, 149]]",14.88060951,AMSTE,0,42,within,36,"{'b1': 0.8665810823440552, 'b2': 1.0257278680801392, 'b3': 1.0222134590148926}",0.035294118,0.925080674,0.920588235,0.964705882,0.844470191
0.926470588,0.950310559,0.9,0.924471299,0.943010381,0.1,"[[162, 8], [17, 153]]",12.80814934,AMSTE,0,123,within,50,"{'b1': 0.847064733505249, 'b2': 0.9942395687103271, 'b3': 1.0126656293869019}",0.047058824,0.923436582,0.926470588,0.952941176,0.854138993
0.917647059,0.949367089,0.882352941,0.914634146,0.937716263,0.117647059,"[[162, 8], [20, 150]]",13.86955547,AMSTE,0,456,within,42,"{'b1': 0.864112377166748, 'b2': 1.00477135181427, 'b3': 1.0135672092437744}",0.047058824,0.92182046,0.917647059,0.952941176,0.837382936
0.917647059,0.927710843,0.905882353,0.916666667,0.940709343,0.094117647,"[[158, 12], [16, 154]]",14.29922009,AMSTE,1,42,within,33,"{'b1': 0.862924337387085, 'b2': 1.02139413356781, 'b3': 1.0168298482894897}",0.070588235,0.916450386,0.917647059,0.929411765,0.835525437
0.902941176,0.910179641,0.894117647,0.902077151,0.92432526,0.105882353,"[[155, 15], [18, 152]]",16.05691004,AMSTE,1,123,within,34,"{'b1': 0.8562057018280029, 'b2': 0.9918262958526611, 'b3': 1.0064244270324707}",0.088235294,0.893894593,0.902941176,0.911764706,0.806007866
0.920588235,0.944099379,0.894117647,0.918429003,0.948598616,0.105882353,"[[161, 9], [18, 152]]",13.86845493,AMSTE,1,456,within,35,"{'b1': 0.8509315252304077, 'b2': 1.010384202003479, 'b3': 1.0166054964065552}",0.052941176,0.931660386,0.920588235,0.947058824,0.842357766
0.908823529,0.960264901,0.852941176,0.903426791,0.940795848,0.147058824,"[[164, 6], [25, 145]]",14.37823343,AMSTE,2,42,within,41,"{'b1': 0.8480790257453918, 'b2': 1.0231094360351562, 'b3': 1.018936038017273}",0.035294118,0.927460601,0.908823529,0.964705882,0.822802163
0.917647059,0.961038961,0.870588235,0.913580247,0.94067474,0.129411765,"[[164, 6], [22, 148]]",14.48557281,AMSTE,2,123,within,58,"{'b1': 0.8228952288627625, 'b2': 1.0016919374465942, 'b3': 1.0071251392364502}",0.035294118,0.927281824,0.917647059,0.964705882,0.839018452
0.905882353,0.920731707,0.888235294,0.904191617,0.92615917,0.111764706,"[[157, 13], [19, 151]]",15.99073219,AMSTE,2,456,within,48,"{'b1': 0.8421004414558411, 'b2': 1.0077495574951172, 'b3': 1.0178911685943604}",0.076470588,0.901494753,0.905882353,0.923529412,0.812270776
0.935294118,0.935294118,0.935294118,0.935294118,0.962041522,0.064705882,"[[159, 11], [11, 159]]",15.49480772,AMSTE,3,42,within,32,"{'b1': 0.8679540753364563, 'b2': 0.9938400387763977, 'b3': 1.0139466524124146}",0.064705882,0.941521057,0.935294118,0.935294118,0.870588235
0.944117647,0.963190184,0.923529412,0.942942943,0.969584775,0.076470588,"[[164, 6], [13, 157]]",15.58427,AMSTE,3,123,within,35,"{'b1': 0.8254117369651794, 'b2': 0.986255943775177, 'b3': 1.0131503343582153}",0.035294118,0.96049453,0.944117647,0.964705882,0.888989255
0.923529412,0.904494382,0.947058824,0.925287356,0.945224913,0.052941176,"[[153, 17], [9, 161]]",18.07506847,AMSTE,3,456,within,34,"{'b1': 0.8661777377128601, 'b2': 0.9932787418365479, 'b3': 1.0174367427825928}",0.1,0.920603934,0.923529412,0.9,0.847998304
0.920588235,0.949685535,0.888235294,0.917933131,0.947387543,0.111764706,"[[162, 8], [19, 151]]",13.98149252,AMSTE,4,42,within,42,"{'b1': 0.864199161529541, 'b2': 1.0117889642715454, 'b3': 1.0232360363006592}",0.047058824,0.932736674,0.920588235,0.952941176,0.84294296
0.923529412,0.944444444,0.9,0.921686747,0.946262976,0.1,"[[161, 9], [17, 153]]",13.04016924,AMSTE,4,123,within,51,"{'b1': 0.8124927878379822, 'b2': 1.0085716247558594, 'b3': 1.014272928237915}",0.052941176,0.926227503,0.923529412,0.947058824,0.847998304
0.914705882,0.917159763,0.911764706,0.914454277,0.936211073,0.088235294,"[[156, 14], [15, 155]]",14.44156313,AMSTE,4,456,within,38,"{'b1': 0.8566488027572632, 'b2': 1.013013482093811, 'b3': 1.0208556652069092}",0.082352941,0.907737122,0.914705882,0.917647059,0.829426115
0.885294118,0.883040936,0.888235294,0.885630499,0.907128028,0.111764706,"[[150, 20], [19, 151]]",17.83095455,SFBE,0,42,within,25,"{'b1': 1.0202370882034302, 'b2': 1.0074193477630615, 'b3': 0.9627162218093872}",0.117647059,0.864102211,0.885294118,0.882352941,0.770601568
0.882352941,0.90625,0.852941176,0.878787879,0.909550173,0.147058824,"[[155, 15], [25, 145]]",18.18003368,SFBE,0,123,within,16,"{'b1': 0.95160973072052, 'b2': 0.9708399772644043, 'b3': 0.9407983422279358}",0.088235294,0.881022071,0.882352941,0.911764706,0.766032346
0.885294118,0.901840491,0.864705882,0.882882883,0.905709343,0.135294118,"[[154, 16], [23, 147]]",18.24664116,SFBE,0,456,within,36,"{'b1': 1.0087472200393677, 'b2': 1.0054298639297485, 'b3': 0.973990261554718}",0.094117647,0.86980426,0.885294118,0.905882353,0.771242334
0.882352941,0.939189189,0.817647059,0.874213836,0.909532872,0.182352941,"[[161, 9], [31, 139]]",19.32947063,SFBE,1,42,within,17,"{'b1': 0.9589249491691589, 'b2': 0.9857176542282104, 'b3': 0.9551364779472351}",0.052941176,0.89324953,0.882352941,0.947058824,0.771190872
0.876470588,0.921052632,0.823529412,0.869565217,0.912439446,0.176470588,"[[158, 12], [30, 140]]",19.71081638,SFBE,1,123,within,33,"{'b1': 0.9954043626785278, 'b2': 0.987916111946106, 'b3': 0.9474473595619202}",0.070588235,0.887498731,0.876470588,0.929411765,0.757197639
0.879411765,0.900621118,0.852941176,0.876132931,0.91349481,0.147058824,"[[154, 16], [25, 145]]",19.49751663,SFBE,1,456,within,32,"{'b1': 0.967629075050354, 'b2': 1.0037447214126587, 'b3': 0.9609404802322388}",0.094117647,0.883573437,0.879411765,0.905882353,0.759889173
0.885294118,0.901840491,0.864705882,0.882882883,0.901228374,0.135294118,"[[154, 16], [23, 147]]",19.34299374,SFBE,2,42,within,19,"{'b1': 0.9664123058319092, 'b2': 0.993959903717041, 'b3': 0.9621857404708862}",0.094117647,0.870508985,0.885294118,0.905882353,0.771242334
0.879411765,0.905660377,0.847058824,0.875379939,0.906712803,0.152941176,"[[155, 15], [26, 144]]",17.95709991,SFBE,2,123,within,26,"{'b1': 0.9732776880264282, 'b2': 0.9869217276573181, 'b3': 0.9447742104530334}",0.088235294,0.883418733,0.879411765,0.911764706,0.760417076
0.885294118,0.928104575,0.835294118,0.879256966,0.909307958,0.164705882,"[[159, 11], [28, 142]]",18.6482935,SFBE,2,456,within,29,"{'b1': 0.9812634587287903, 'b2': 1.0081956386566162, 'b3': 0.9670525193214417}",0.064705882,0.887379283,0.885294118,0.935294118,0.774470316
0.879411765,0.932885906,0.817647059,0.871473354,0.905640138,0.182352941,"[[160, 10], [31, 139]]",20.21245289,SFBE,3,42,within,27,"{'b1': 0.9702681303024292, 'b2': 0.9885352849960327, 'b3': 0.9543374180793762}",0.058823529,0.892736941,0.879411765,0.941176471,0.764680283
0.885294118,0.964539007,0.8,0.874598071,0.918183391,0.2,"[[165, 5], [34, 136]]",20.90711308,SFBE,3,123,within,21,"{'b1': 0.9648423194885254, 'b2': 0.978676438331604, 'b3': 0.940944254398346}",0.029411765,0.918369234,0.885294118,0.970588235,0.782051226
0.882352941,0.939189189,0.817647059,0.874213836,0.912941176,0.182352941,"[[161, 9], [31, 139]]",21.17055702,SFBE,3,456,within,19,"{'b1': 0.9436970949172974, 'b2': 0.9863660335540771, 'b3': 0.9621239900588989}",0.052941176,0.908890265,0.882352941,0.947058824,0.771190872
0.9,0.895348837,0.905882353,0.900584795,0.904290657,0.094117647,"[[152, 18], [16, 154]]",16.62449074,SFBE,4,42,within,32,"{'b1': 1.0100151300430298, 'b2': 1.0051957368850708, 'b3': 0.9561605453491211}",0.105882353,0.864905896,0.9,0.894117647,0.800055369
0.9,0.895348837,0.905882353,0.900584795,0.913771626,0.094117647,"[[152, 18], [16, 154]]",16.71248007,SFBE,4,123,within,31,"{'b1': 1.0118709802627563, 'b2': 0.9822291731834412, 'b3': 0.9471156597137451}",0.105882353,0.880810126,0.9,0.894117647,0.800055369
0.905882353,0.942307692,0.864705882,0.901840491,0.93017301,0.135294118,"[[161, 9], [23, 147]]",17.826581,SFBE,4,456,within,17,"{'b1': 0.9425516128540039, 'b2': 0.972437858581543, 'b3': 0.9490475058555603}",0.052941176,0.914270673,0.905882353,0.947058824,0.814531484
